
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
din care:  Diabet zaharat, Prahova, Anul 1997, Numar persoane, 61
din care:  Diabet zaharat, Prahova, Anul 1998, Numar persoane, 51
din care:  Diabet zaharat, Prahova, Anul 1999, Numar persoane, 57
din care:  Diabet zaharat, Prahova, Anul 2000, Numar persoane, 42
din care:  Diabet zaharat, Prahova, Anul 2001, Numar persoane, 51
din care:  Diabet zaharat, Prahova, Anul 2002, Numar persoane, 57
din care:  Diabet zaharat, Prahova, Anul 2003, Numar persoane, 77
din care:  Diabet zaharat, Prahova, Anul 2004, Numar persoane, 76
din care:  Diabet zaharat, Prahova, Anul 2005, Numar persoane, 81
din care:  Diabet zaharat, Prahova, Anul 2006, Numar persoane, 86
din care:  Diabet zaharat, Prahova, Anul 2007, Numar persoane, 94
din care:  Diabet zaharat, Prahova, Anul 2008, Numar persoane, 96
din care:  Diabet zaharat, Prahova, Anul 2009, Numar persoane, 125
din care:  Diabet zaharat, Prahova, Anul 2010, Numar persoane, 120
din care:  Diabet zaharat, Prahova, Anul 2011, Numar persoane, 113
din care:  Diabet zaharat, Prahova, Anul 2012, Numar persoane, 128
din care:  Diabet zaharat, Prahova, Anul 2013, Numar persoane, 125
din care:  Diabet zaharat, Prahova, Anul 2014, Numar persoane, 98
din care:  Diabet zaharat, Prahova, Anul 2015, Numar persoane, 119
din care:  Diabet zaharat, Prahova, Anul 2016, Numar persoane, 144
din care:  Diabet zaharat, Teleorman, Anul 1994, Numar persoane, 32
din care:  Diabet zaharat, Teleorman, Anul 1995, Numar persoane, 29
din care:  Diabet zaharat, Teleorman, Anul 1996, Numar persoane, 32
din care:  Diabet zaharat, Teleorman, Anul 1997, Numar persoane, 24
din care:  Diabet zaharat, Teleorman, Anul 1998, Numar persoane, 24
din care:  Diabet zaharat, Teleorman, Anul 1999, Numar persoane, 29
din care:  Diabet zaharat, Teleorman, Anul 2000, Numar persoane, 29
din care:  Diabet zaharat, Teleorman, Anul 2001, Numar persoane, 28
din care:  Diabet zaharat, Teleorman, Anul 2002, Numar persoane, 36
din care:  Diabet zaharat, Teleorman, Anul 2003, Numar persoane, 29
din care:  Diabet zaharat, Teleorman, Anul 2004, Numar persoane, 31
din care:  Diabet zaharat, Teleorman, Anul 2005, Numar persoane, 33
din care:  Diabet zaharat, Teleorman, Anul 2006, Numar persoane, 32
din care:  Diabet zaharat, Teleorman, Anul 2007, Numar persoane, 29
din care:  Diabet zaharat, Teleorman, Anul 2008, Numar persoane, 25
din care:  Diabet zaharat, Teleorman, Anul 2009, Numar persoane, 37
din care:  Diabet zaharat, Teleorman, Anul 2010, Numar persoane, 25
din care:  Diabet zaharat, Teleorman, Anul 2011, Numar persoane, 36
din care:  Diabet zaharat, Teleorman, Anul 2012, Numar persoane, 42
din care:  Diabet zaharat, Teleorman, Anul 2013, Numar persoane, 44
din care:  Diabet zaharat, Teleorman, Anul 2014, Numar persoane, 37
din care:  Diabet zaharat, Teleorman, Anul 2015, Numar persoane, 37
din care:  Diabet zaharat, Teleorman, Anul 2016, Numar persoane, 50
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 344
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 260
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 245
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 249
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 228
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 259
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 239
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 235
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 189
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 230
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 191
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 236
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 173
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 198
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 168
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 152
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 163
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 144
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 134
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 100
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar persoane, 119
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar persoane, 126
din care:  Diabet zaharat, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar persoane, 116
din care:  Diabet zaharat, Ilfov, Anul 1996, Numar persoane, 13
din care:  Diabet zaharat, Ilfov, Anul 1997, Numar persoane, 25
din care:  Diabet zaharat, Ilfov, Anul 1998, Numar persoane, 24
din care:  Diabet zaharat, Ilfov, Anul 1999, Numar persoane, 31
din care:  Diabet zaharat, Ilfov, Anul 2000, Numar persoane, 21
din care:  Diabet zaharat, Ilfov, Anul 2001, Numar persoane, 21
din care:  Diabet zaharat, Ilfov, Anul 2002, Numar persoane, 23
din care:  Diabet zaharat, Ilfov, Anul 2003, Numar persoane, 21
din care:  Diabet zaharat, Ilfov, Anul 2004, Numar persoane, 17
din care:  Diabet zaharat, Ilfov, Anul 2005, Numar persoane, 28
din care:  Diabet zaharat, Ilfov, Anul 2006, Numar persoane, 19
din care:  Diabet zaharat, Ilfov, Anul 2007, Numar persoane, 20
din care:  Diabet zaharat, Ilfov, Anul 2008, Numar persoane, 11
din care:  Diabet zaharat, Ilfov, Anul 2009, Numar persoane, 21
din care:  Diabet zaharat, Ilfov, Anul 2010, Numar persoane, 14
din care:  Diabet zaharat, Ilfov, Anul 2011, Numar persoane, 19
din care:  Diabet zaharat, Ilfov, Anul 2012, Numar persoane, 25
din care:  Diabet zaharat, Ilfov, Anul 2013, Numar persoane, 13
din care:  Diabet zaharat, Ilfov, Anul 2014, Numar persoane, 10
din care:  Diabet zaharat, Ilfov, Anul 2015, Numar persoane, 23
din care:  Diabet zaharat, Ilfov, Anul 2016, Numar persoane, 19
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 1996, Numar persoane, 232
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 1997, Numar persoane, 224
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 1998, Numar persoane, 204
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 1999, Numar persoane, 228
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2000, Numar persoane, 218
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2001, Numar persoane, 214
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2002, Numar persoane, 166
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2003, Numar persoane, 209
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2004, Numar persoane, 174
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2005, Numar persoane, 208
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2006, Numar persoane, 154
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2007, Numar persoane, 178
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2008, Numar persoane, 157
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2009, Numar persoane, 131
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2010, Numar persoane, 149
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2011, Numar persoane, 125
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2012, Numar persoane, 109
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2013, Numar persoane, 87
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2014, Numar persoane, 109
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2015, Numar persoane, 103
din care:  Diabet zaharat, Municipiul Bucuresti, Anul 2016, Numar persoane, 97
din care:  Diabet zaharat, Mun. Bucuresti -incl. SAI, Anul 1994, Numar persoane, 344
din care:  Diabet zaharat, Mun. Bucuresti -incl. SAI, Anul 1995, Numar persoane, 260
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 1994, Numar persoane, 380
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 1995, Numar persoane, 363
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 1996, Numar persoane, 355
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 1997, Numar persoane, 381
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 1998, Numar persoane, 331
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 1999, Numar persoane, 378
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2000, Numar persoane, 325
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2001, Numar persoane, 297
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2002, Numar persoane, 330
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2003, Numar persoane, 334
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2004, Numar persoane, 366
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2005, Numar persoane, 346
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2006, Numar persoane, 407
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2007, Numar persoane, 369
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2008, Numar persoane, 311
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2009, Numar persoane, 364
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2010, Numar persoane, 426
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2011, Numar persoane, 419
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2012, Numar persoane, 403
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2013, Numar persoane, 326
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2014, Numar persoane, 398
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2015, Numar persoane, 433
din care:  Diabet zaharat, MACROREGIUNEA PATRU, Anul 2016, Numar persoane, 448
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 123
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 129
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 135
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 142
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 129
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 160
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 110
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 102
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 121
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 121
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 141
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 171
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 199
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 179
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 160
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 167
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 199
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 210
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 198
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 178
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 171
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar persoane, 168
din care:  Diabet zaharat, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar persoane, 184
din care:  Diabet zaharat, Dolj, Anul 1994, Numar persoane, 51
din care:  Diabet zaharat, Dolj, Anul 1995, Numar persoane, 34
din care:  Diabet zaharat, Dolj, Anul 1996, Numar persoane, 36
din care:  Diabet zaharat, Dolj, Anul 1997, Numar persoane, 41
din care:  Diabet zaharat, Dolj, Anul 1998, Numar persoane, 40
din care:  Diabet zaharat, Dolj, Anul 1999, Numar persoane, 24
din care:  Diabet zaharat, Dolj, Anul 2000, Numar persoane, 17
din care:  Diabet zaharat, Dolj, Anul 2001, Numar persoane, 16
din care:  Diabet zaharat, Dolj, Anul 2002, Numar persoane, 17
din care:  Diabet zaharat, Dolj, Anul 2003, Numar persoane, 16
din care:  Diabet zaharat, Dolj, Anul 2004, Numar persoane, 35
din care:  Diabet zaharat, Dolj, Anul 2005, Numar persoane, 73
din care:  Diabet zaharat, Dolj, Anul 2006, Numar persoane, 71
din care:  Diabet zaharat, Dolj, Anul 2007, Numar persoane, 58
din care:  Diabet zaharat, Dolj, Anul 2008, Numar persoane, 43
din care:  Diabet zaharat, Dolj, Anul 2009, Numar persoane, 32
din care:  Diabet zaharat, Dolj, Anul 2010, Numar persoane, 39
din care:  Diabet zaharat, Dolj, Anul 2011, Numar persoane, 46
din care:  Diabet zaharat, Dolj, Anul 2012, Numar persoane, 45
din care:  Diabet zaharat, Dolj, Anul 2013, Numar persoane, 39
din care:  Diabet zaharat, Dolj, Anul 2014, Numar persoane, 52
din care:  Diabet zaharat, Dolj, Anul 2015, Numar persoane, 13
din care:  Diabet zaharat, Dolj, Anul 2016, Numar persoane, 23
din care:  Diabet zaharat, Gorj, Anul 1994, Numar persoane, 18
din care:  Diabet zaharat, Gorj, Anul 1995, Numar persoane, 19
din care:  Diabet zaharat, Gorj, Anul 1996, Numar persoane, 36
din care:  Diabet zaharat, Gorj, Anul 1997, Numar persoane, 38
din care:  Diabet zaharat, Gorj, Anul 1998, Numar persoane, 31
din care:  Diabet zaharat, Gorj, Anul 1999, Numar persoane, 47
din care:  Diabet zaharat, Gorj, Anul 2000, Numar persoane, 19
din care:  Diabet zaharat, Gorj, Anul 2001, Numar persoane, 25
din care:  Diabet zaharat, Gorj, Anul 2002, Numar persoane, 38
din care:  Diabet zaharat, Gorj, Anul 2003, Numar persoane, 27
din care:  Diabet zaharat, Gorj, Anul 2004, Numar persoane, 43
din care:  Diabet zaharat, Gorj, Anul 2005, Numar persoane, 30
din care:  Diabet zaharat, Gorj, Anul 2006, Numar persoane, 51
din care:  Diabet zaharat, Gorj, Anul 2007, Numar persoane, 54
din care:  Diabet zaharat, Gorj, Anul 2008, Numar persoane, 52
din care:  Diabet zaharat, Gorj, Anul 2009, Numar persoane, 64
din care:  Diabet zaharat, Gorj, Anul 2010, Numar persoane, 73
din care:  Diabet zaharat, Gorj, Anul 2011, Numar persoane, 56
din care:  Diabet zaharat, Gorj, Anul 2012, Numar persoane, 68
din care:  Diabet zaharat, Gorj, Anul 2013, Numar persoane, 57
din care:  Diabet zaharat, Gorj, Anul 2014, Numar persoane, 57
din care:  Diabet zaharat, Gorj, Anul 2015, Numar persoane, 70
din care:  Diabet zaharat, Gorj, Anul 2016, Numar persoane, 53
din care:  Diabet zaharat, Mehedinti, Anul 1994, Numar persoane, 16
din care:  Diabet zaharat, Mehedinti, Anul 1995, Numar persoane, 13
din care:  Diabet zaharat, Mehedinti, Anul 1996, Numar persoane, 14
din care:  Diabet zaharat, Mehedinti, Anul 1997, Numar persoane, 12
din care:  Diabet zaharat, Mehedinti, Anul 1998, Numar persoane, 17
din care:  Diabet zaharat, Mehedinti, Anul 1999, Numar persoane, 22
din care:  Diabet zaharat, Mehedinti, Anul 2000, Numar persoane, 25
din care:  Diabet zaharat, Mehedinti, Anul 2001, Numar persoane, 17
din care:  Diabet zaharat, Mehedinti, Anul 2002, Numar persoane, 17
din care:  Diabet zaharat, Mehedinti, Anul 2003, Numar persoane, 21
din care:  Diabet zaharat, Mehedinti, Anul 2004, Numar persoane, 19
din care:  Diabet zaharat, Mehedinti, Anul 2005, Numar persoane, 14
din care:  Diabet zaharat, Mehedinti, Anul 2006, Numar persoane, 25
din care:  Diabet zaharat, Mehedinti, Anul 2007, Numar persoane, 18
din care:  Diabet zaharat, Mehedinti, Anul 2008, Numar persoane, 19
din care:  Diabet zaharat, Mehedinti, Anul 2009, Numar persoane, 19
din care:  Diabet zaharat, Mehedinti, Anul 2010, Numar persoane, 28
din care:  Diabet zaharat, Mehedinti, Anul 2011, Numar persoane, 25
din care:  Diabet zaharat, Mehedinti, Anul 2012, Numar persoane, 22
din care:  Diabet zaharat, Mehedinti, Anul 2013, Numar persoane, 16
din care:  Diabet zaharat, Mehedinti, Anul 2014, Numar persoane, 26
din care:  Diabet zaharat, Mehedinti, Anul 2015, Numar persoane, 30
din care:  Diabet zaharat, Mehedinti, Anul 2016, Numar persoane, 35
din care:  Diabet zaharat, Olt, Anul 1994, Numar persoane, 19
din care:  Diabet zaharat, Olt, Anul 1995, Numar persoane, 38
din care:  Diabet zaharat, Olt, Anul 1996, Numar persoane, 29
din care:  Diabet zaharat, Olt, Anul 1997, Numar persoane, 30
din care:  Diabet zaharat, Olt, Anul 1998, Numar persoane, 15
din care:  Diabet zaharat, Olt, Anul 1999, Numar persoane, 26
din care:  Diabet zaharat, Olt, Anul 2000, Numar persoane, 27
din care:  Diabet zaharat, Olt, Anul 2001, Numar persoane, 25
din care:  Diabet zaharat, Olt, Anul 2002, Numar persoane, 33
din care:  Diabet zaharat, Olt, Anul 2003, Numar persoane, 32
din care:  Diabet zaharat, Olt, Anul 2004, Numar persoane, 23
din care:  Diabet zaharat, Olt, Anul 2005, Numar persoane, 22
din care:  Diabet zaharat, Olt, Anul 2006, Numar persoane, 25
din care:  Diabet zaharat, Olt, Anul 2007, Numar persoane, 26
din care:  Diabet zaharat, Olt, Anul 2008, Numar persoane, 12
din care:  Diabet zaharat, Olt, Anul 2009, Numar persoane, 8
din care:  Diabet zaharat, Olt, Anul 2010, Numar persoane, 6
din care:  Diabet zaharat, Olt, Anul 2011, Numar persoane, 12
din care:  Diabet zaharat, Olt, Anul 2012, Numar persoane, 7
din care:  Diabet zaharat, Olt, Anul 2013, Numar persoane, 8
din care:  Diabet zaharat, Olt, Anul 2014, Numar persoane, 2
din care:  Diabet zaharat, Olt, Anul 2015, Numar persoane, 15
din care:  Diabet zaharat, Olt, Anul 2016, Numar persoane, 24
din care:  Diabet zaharat, Valcea, Anul 1994, Numar persoane, 19
din care:  Diabet zaharat, Valcea, Anul 1995, Numar persoane, 25
din care:  Diabet zaharat, Valcea, Anul 1996, Numar persoane, 20
din care:  Diabet zaharat, Valcea, Anul 1997, Numar persoane, 21
din care:  Diabet zaharat, Valcea, Anul 1998, Numar persoane, 26
din care:  Diabet zaharat, Valcea, Anul 1999, Numar persoane, 41
din care:  Diabet zaharat, Valcea, Anul 2000, Numar persoane, 22
din care:  Diabet zaharat, Valcea, Anul 2001, Numar persoane, 19
din care:  Diabet zaharat, Valcea, Anul 2002, Numar persoane, 16
din care:  Diabet zaharat, Valcea, Anul 2003, Numar persoane, 25
din care:  Diabet zaharat, Valcea, Anul 2004, Numar persoane, 21
din care:  Diabet zaharat, Valcea, Anul 2005, Numar persoane, 32
din care:  Diabet zaharat, Valcea, Anul 2006, Numar persoane, 27
